order date (DateOrders),Order Item Id,Department Name,Category Name,Order Region,Market,Shipping Mode,Days for shipment (scheduled),Days for shipping (real),Order Item Quantity,Order Item Product Price,Order Item Discount,Product Card Id,Late_delivery_risk
03/01/2018 00:00,56482881,Fitness,Cardio Equipment,North America,USCA,Same Day,0,3,1,130.38,0.202,1892,1
03/01/2018 00:00,56482882,Fitness,Women's Apparel,Eastern Europe,LATAM,First Class,2,1,4,198.49,0.228,1715,0
03/01/2018 00:00,56482883,Golf Shop,Water Sports,South America,Pacific Asia,Second Class,2,5,1,114.96,0.217,1125,1
03/01/2018 00:00,56482884,Outdoors,Indoor/Outdoor Games,West Asia,USCA,Second Class,3,6,4,18.67,0.12,1504,1
03/01/2018 00:00,56482885,Golf Shop,Men's Footwear,Central America,USCA,Second Class,3,4,1,67.26,0.244,1768,1
03/01/2018 00:00,56482886,Technology,Camping & Hiking,West Asia,Pacific Asia,First Class,2,2,5,119.91,0.24,1532,0
03/01/2018 00:00,56482887,Fan Shop,Cleats,Southeast Asia,Africa,First Class,1,1,1,159.69,0.19,1634,0
03/01/2018 00:00,56482888,Outdoors,Electronics,Eastern Europe,LATAM,Second Class,3,2,5,190.49,0.196,1585,0
03/01/2018 00:00,56482889,Health and Beauty,Cleats,Southeast Asia,USCA,Same Day,0,2,3,39.22,0.238,1548,1
03/01/2018 00:00,56482890,Fan Shop,Camping & Hiking,Eastern Asia,Africa,First Class,2,3,1,147.72,0.114,1797,1
03/01/2018 00:00,56482891,Outdoors,Cardio Equipment,Eastern Europe,USCA,Second Class,3,3,1,141.46,0.001,1069,0
03/01/2018 00:00,56482892,Toy Store,Electronics,West Africa,USCA,First Class,1,1,5,161.65,0.061,1387,0
03/01/2018 00:00,56482893,Toy Store,Cardio Equipment,Western Europe,Africa,Second Class,2,1,5,148.02,0.193,1710,0
03/01/2018 00:00,56482894,Toy Store,Women's Apparel,Oceania,Pacific Asia,First Class,1,2,1,18.68,0.083,1647,1
03/01/2018 00:00,56482895,Golf Shop,Indoor/Outdoor Games,Western Europe,LATAM,Same Day,0,0,3,155.33,0.078,1674,0
03/01/2018 00:00,56482896,Technology,Cardio Equipment,Oceania,LATAM,Second Class,2,5,1,91.16,0.012,1102,1
03/01/2018 00:00,56482897,Health and Beauty,Cardio Equipment,North America,LATAM,First Class,2,5,1,171.33,0.082,1832,1
03/01/2018 00:00,56482898,Footwear,Men's Footwear,West Asia,Africa,Same Day,0,2,1,130.2,0.097,1744,1
03/01/2018 00:00,56482899,Apparel,Indoor/Outdoor Games,Oceania,LATAM,Second Class,3,2,1,44.46,0.059,1530,0
03/01/2018 00:00,56482900,Health and Beauty,Indoor/Outdoor Games,Eastern Europe,Europe,First Class,1,0,1,164.61,0.145,1542,0
03/01/2018 00:00,56482901,Footwear,Fishing,Oceania,Pacific Asia,Second Class,2,4,1,137.25,0.087,1182,1
03/01/2018 00:00,56482902,Footwear,Strength Training,North America,USCA,Standard Class,4,4,4,170.24,0.109,1635,0
03/01/2018 00:00,56482903,Technology,Strength Training,Eastern Asia,LATAM,Second Class,3,3,5,151.54,0.039,1395,0
03/01/2018 00:00,56482904,Health and Beauty,Electronics,West Asia,Pacific Asia,Second Class,2,5,1,187.4,0.052,1868,1
03/01/2018 00:00,56482905,Health and Beauty,Water Sports,West Africa,LATAM,Standard Class,5,5,2,158.06,0.17,1768,0
03/01/2018 00:00,56482906,Outdoors,Women's Apparel,West Africa,Pacific Asia,First Class,1,0,4,124.14,0.088,1037,0
03/01/2018 00:00,56482907,Outdoors,Men's Footwear,West Africa,Europe,Second Class,3,3,1,181.1,0.165,1264,0
03/01/2018 00:00,56482908,Health and Beauty,Indoor/Outdoor Games,Central America,Pacific Asia,Standard Class,4,3,1,148.67,0.147,1915,0
03/01/2018 00:00,56482909,Pet Shop,Men's Footwear,Southeast Asia,Pacific Asia,First Class,1,1,1,180.91,0.003,1580,0
03/01/2018 00:00,56482910,Toy Store,Cardio Equipment,North America,Africa,Second Class,2,3,4,145.35,0.152,1510,1
03/01/2018 00:00,56482911,Outdoors,Water Sports,West Asia,Africa,Same Day,1,0,1,17.56,0.249,1835,0
03/01/2018 00:00,56482912,Fan Shop,Strength Training,West Africa,USCA,Standard Class,4,5,1,185.35,0.087,1601,1
03/01/2018 00:00,56482913,Golf Shop,Women's Apparel,South America,LATAM,First Class,1,0,1,186.22,0.209,1297,0
03/01/2018 00:00,56482914,Fan Shop,Women's Apparel,Eastern Europe,Europe,First Class,1,4,1,104.38,0.025,1571,1
03/01/2018 00:00,56482915,Fitness,Camping & Hiking,Central America,Pacific Asia,Second Class,2,5,1,40.85,0.22,1334,1
03/01/2018 00:00,56482916,Fitness,Fishing,Central America,Africa,Second Class,3,4,3,34.54,0.093,1279,1
03/01/2018 00:00,56482917,Outdoors,Men's Footwear,South America,USCA,Same Day,0,3,2,14.21,0.178,1110,1
03/01/2018 00:00,56482918,Golf Shop,Electronics,West Africa,Europe,Standard Class,4,5,4,154.06,0.146,1966,1
03/01/2018 00:00,56482919,Footwear,Cardio Equipment,South America,USCA,Standard Class,5,5,1,163.09,0.173,1981,0
03/01/2018 00:00,56482920,Technology,Cardio Equipment,West Africa,Pacific Asia,First Class,1,4,1,73.91,0.044,1982,1
03/01/2018 00:00,56482921,Fan Shop,Fishing,Eastern Europe,LATAM,Same Day,0,3,3,115.17,0.229,1975,1
03/01/2018 00:00,56482922,Footwear,Electronics,Eastern Europe,LATAM,Same Day,0,0,1,16.34,0.192,1929,0
03/01/2018 00:00,56482923,Pet Shop,Cardio Equipment,West Africa,Pacific Asia,First Class,2,3,2,121.25,0.037,1918,1
03/01/2018 00:00,56482924,Outdoors,Cardio Equipment,North America,Africa,Standard Class,5,6,1,163.26,0.065,1214,1
03/01/2018 00:00,56482925,Outdoors,Cardio Equipment,West Africa,Pacific Asia,Same Day,1,4,3,15.93,0.091,1169,1
03/01/2018 00:00,56482926,Health and Beauty,Fishing,South America,Pacific Asia,First Class,2,2,1,107.85,0.11,1412,0
03/01/2018 00:00,56482927,Apparel,Electronics,Western Europe,Africa,First Class,2,3,1,186.9,0.183,1807,1
03/01/2018 00:00,56482928,Apparel,Water Sports,North America,Pacific Asia,Standard Class,4,5,1,75.45,0.219,1634,1
03/01/2018 00:00,56482929,Pet Shop,Camping & Hiking,Southeast Asia,Africa,Standard Class,5,7,5,64.56,0.213,1513,1
03/01/2018 00:00,56482930,Apparel,Fishing,Central America,USCA,Second Class,2,1,4,121.54,0.02,1178,0
03/01/2018 00:00,56482931,Technology,Men's Footwear,North America,LATAM,Standard Class,4,3,2,58.89,0.223,1605,0
03/01/2018 00:00,56482932,Pet Shop,Cardio Equipment,Central America,Pacific Asia,Same Day,1,1,1,58.75,0.203,1416,0
03/01/2018 00:00,56482933,Outdoors,Fishing,West Asia,Pacific Asia,Standard Class,5,8,5,31.54,0.208,1112,1
03/01/2018 00:00,56482934,Health and Beauty,Men's Footwear,North America,Pacific Asia,Same Day,1,2,3,31.37,0.124,1046,1
03/01/2018 00:00,56482935,Golf Shop,Strength Training,Western Europe,LATAM,First Class,1,2,1,158.7,0.097,1568,1
03/01/2018 00:00,56482936,Pet Shop,Water Sports,South America,USCA,Second Class,2,1,5,97.35,0.094,1672,0
